mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text
15	15	56	56	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	290		
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	291		
15	15	57	57	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	292		
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	293		
15	15	58	58	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	294		
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	295		
15	15	59	59	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	296		
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	297		
16	16	60	60	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	298		
16	16	241/4	241/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	299		
16	16	121/2	121/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	300		
16	16	243/4	243/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	301		
16	16	61	61	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	302		
16	16	245/4	245/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	303		
16	16	123/2	123/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	304		
16	16	247/4	247/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	305		
16	16	62	62	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	306		
16	16	62	62	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	307	ornamentTrill	
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	308		
16	16	60	60	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	309		
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	310		
16	16	61	61	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	311		
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	312		
16	16	62	62	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	313		
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	314		
17	17	64	64	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	315		
17	17	257/4	257/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	316		
17	17	129/2	129/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	317		
17	17	259/4	259/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	318		
17	17	65	65	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	319		
17	17	261/4	261/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	320		
17	17	131/2	131/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	321		
17	17	263/4	263/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	322		
17	17	66	66	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	323		
17	17	265/4	265/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	324		
17	17	133/2	133/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	325		
17	17	267/4	267/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	326		
17	17	67	67	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	327		
17	17	269/4	269/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	328		
17	17	135/2	135/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	329		
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	330		
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	331		
17	17	65	65	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	332		
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	333		
17	17	66	66	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	334		
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	335		
17	17	67	67	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	336		
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	337		
18	18	68	68	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	338		
18	18	273/4	273/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	339		
18	18	137/2	137/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	340		
18	18	275/4	275/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	341		
18	18	69	69	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	342		
18	18	277/4	277/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	343		
18	18	139/2	139/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	344		
18	18	279/4	279/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	345		
18	18	70	70	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	346		
18	18	281/4	281/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	347		
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	348		
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	349		
18	18	71	71	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	350		
18	18	285/4	285/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	351		
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	352		
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	353		
18	18	68	68	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	354		
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	355		
18	18	69	69	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	356		
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	357		
18	18	70	70	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	358		
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	359		
18	18	71	71	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	360		
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	361		
19	19	72	72	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	362		
19	19	289/4	289/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	363		
19	19	145/2	145/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	364		
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	365		
19	19	73	73	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	366		
19	19	293/4	293/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	367		
19	19	147/2	147/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	368		
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	369		
19	19	74	74	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	370		
19	19	297/4	297/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	371		
19	19	149/2	149/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	372		
19	19	299/4	299/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	373		
19	19	75	75	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	374		
19	19	301/4	301/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	375		
19	19	151/2	151/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	376		
19	19	303/4	303/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	377		
19	19	72	72	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	378		
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	379		
19	19	73	73	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	380		
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	381		
19	19	74	74	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	382		
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	383		
19	19	75	75	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	384		
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	385		
20	20	76	76	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	386		
20	20	305/4	305/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	387		
20	20	153/2	153/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	388		
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	389		
20	20	77	77	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	390		
20	20	309/4	309/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	391		
20	20	155/2	155/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	392		
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	393		
20	20	78	78	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	394		
20	20	313/4	313/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	395		
20	20	157/2	157/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	396		
20	20	315/4	315/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	397		
20	20	79	79	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	398		
20	20	317/4	317/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	399		
20	20	159/2	159/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	400		
20	20	319/4	319/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	401		
20	20	76	76	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	402		
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	403		
20	20	77	77	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	404		
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	405		
20	20	78	78	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	406		
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	407		
20	20	79	79	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	408		
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	409		
21	21	80	80	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	410		
21	21	321/4	321/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	411		
21	21	161/2	161/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	412		
21	21	323/4	323/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	413		
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	414		
21	21	82	82	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	415		
21	21	329/4	329/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	416		
21	21	165/2	165/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	417		
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	418		
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	419		
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	420		
21	21	81	81	0.25	1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	421		
21	21	325/4	325/4	0.25	5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	422		
21	21	163/2	163/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	423		
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	424		
21	21	82	82	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	425		
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	426		
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	427		
21	21	80	80	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	428		
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	429		
21	21	81	81	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	430		
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	431		
21	21	82	82	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	432		
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	433		
21	21	83	83	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	434		
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	435		
22	22	84	84	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	436		
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	437		
22	22	337/4	337/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	438		
22	22	169/2	169/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	439		
22	22	339/4	339/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	440		
22	22	85	85	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	441		
22	22	341/4	341/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	442		
22	22	171/2	171/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	443		
22	22	343/4	343/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	444		
22	22	345/4	345/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	445		
22	22	173/2	173/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	446		
22	22	347/4	347/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	447		
22	22	87	87	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	448		
22	22	349/4	349/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	449		
22	22	175/2	175/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	450		
22	22	351/4	351/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	451		
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	452		
23	23	89	89	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	453		
23	23	357/4	357/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	454		
23	23	179/2	179/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	455		
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	456		
23	23	90	90	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	457		
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	458		
23	23	89	89	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	459		
23	23	90	90	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	460		
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	461		
23	23	89	89	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	462		
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	463		
23	23	361/4	361/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	464		
23	23	181/2	181/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	465		
23	23	363/4	363/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	466		
23	23	91	91	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	467		
23	23	365/4	365/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	468		
23	23	183/2	183/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	469		
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	470		
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	471		
24	24	93	93	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	472		
24	24	373/4	373/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	473		
24	24	187/2	187/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	474		
24	24	375/4	375/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	475		
24	24	94	94	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	476		
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	477		
24	24	93	93	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	478		
24	24	94	94	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	479		
24	24	92	92	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	480		
24	24	93	93	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	481		
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	482		
24	24	377/4	377/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	483		
24	24	189/2	189/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	484		
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	485		
24	24	95	95	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	486		
24	24	381/4	381/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	487		
24	24	191/2	191/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	488		
24	24	383/4	383/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	489		
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	490		
25	25	97	97	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	491		
25	25	389/4	389/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	492		
25	25	195/2	195/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	493		
25	25	391/4	391/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	494		
25	25	98	98	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	495		
25	25	393/4	393/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	496		
25	25	197/2	197/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	497		
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	498		
25	25	99	99	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	499		
25	25	397/4	397/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	500		
25	25	199/2	199/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	501		
25	25	399/4	399/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	502		
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	503		
25	25	97	97	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	504		
25	25	96	96	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	505		
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	506		
25	25	98	98	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	507		
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	508		
25	25	99	99	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	509		
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	510		
26	26	101	101	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	511		
26	26	405/4	405/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	512		
26	26	203/2	203/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	513		
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	514		
26	26	102	102	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	515		
26	26	409/4	409/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	516		
26	26	205/2	205/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	517		
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	518		
26	26	103	103	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	519		
26	26	413/4	413/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	520		
26	26	207/2	207/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	521		
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	522		
26	26	100	100	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	523		
26	26	401/4	401/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	524		
26	26	201/2	201/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	525		
26	26	403/4	403/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	526		
26	26	100	100	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	527		
27	27	104	104	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	528		
27	27	417/4	417/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	529		
27	27	209/2	209/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	530		
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	531		
27	27	105	105	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	532		
27	27	421/4	421/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	533		
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	534		
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	535		
27	27	106	106	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	536		
27	27	425/4	425/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	537		
27	27	213/2	213/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	538		
27	27	427/4	427/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	539		
27	27	107	107	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	540		
27	27	429/4	429/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	541		
27	27	215/2	215/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	542		
27	27	431/4	431/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	543		
28	28	108	108	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	544		
29	29	112	112	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	545		
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	546		
29	29	113	113	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	547		
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	548		
29	29	114	114	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	549	ornamentTrill	
29	29	459/4	459/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	550		
29	29	115	115	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	551		
29	29	461/4	461/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	552		
29	29	231/2	231/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	553		
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	554		
29	29	112	112	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	555		
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	556		
29	29	113	113	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	557		
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	558		
29	29	114	114	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	559	ornamentTrill	
29	29	459/4	459/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	560		
29	29	115	115	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	561		
29	29	461/4	461/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	562		
29	29	231/2	231/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	563		
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	564		
30	30	116	116	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	565		
30	30	465/4	465/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	566		
30	30	233/2	233/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	567		
30	30	467/4	467/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	568		
30	30	117	117	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	569		
30	30	469/4	469/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	570		
30	30	235/2	235/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	571		
30	30	471/4	471/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	572		
30	30	118	118	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	573	ornamentTrill	
30	30	475/4	475/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	574		
30	30	951/8	951/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	575		
30	30	119	119	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	576		
30	30	116	116	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	577		
30	30	465/4	465/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	578		
30	30	233/2	233/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	579		
30	30	467/4	467/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	580		
30	30	117	117	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	581		
30	30	469/4	469/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	582		
